epoch,training_loss,validation_loss
0,0.1364590983477331,0.12664076342032507
1,0.13510878624454623,
2,0.1342339633453277,
3,0.13393748281223158,0.12500035762786865
4,0.13301034013350163,
5,0.1315876652877177,
6,0.1322078629126472,0.12514656610213792
7,0.13170761500875797,
8,0.13198473208373593,
9,0.13049635309125146,0.12487215032944313
10,0.13034664142516353,
11,0.12978389011996408,
12,0.12828863514286856,0.12439189278162442
13,0.12826406120532943,
14,0.12752534491160222,
15,0.1270952903695645,0.12456892316158001
16,0.12675807799302763,
17,0.12610885975581984,
18,0.12489561490233868,0.12249405911335579
19,0.12329405918717384,
20,0.12326782208777243,
21,0.12237921020677013,0.12492151099901933
22,0.12054363704256472,
23,0.11970273916038775,
24,0.11942448965724438,0.12508603300039584
25,0.11768655539039642,
26,0.11699373941988714,
27,0.11558854249456237,0.12651440443900916
28,0.11414585184426077,
29,0.1133568806633834,
30,0.11188104334137132,0.1245693163229869
31,0.11141828423546206,
32,0.10962192179454912,
33,0.10730805770764427,0.12396427014699349
34,0.10707044433201512,
35,0.10589157555612826,
36,0.1057179449426551,0.12565990250844222
37,0.1036640440504397,
38,0.1025953953785281,
39,0.1021230629374904,0.12493390647264627
40,0.1006368778405651,
41,0.10176892662721296,
42,0.09967589937150478,0.1271167632478934
43,0.09870794271269152,
44,0.09643913805484772,
45,0.09651027709966706,0.12858485774352
46,0.09598240220258313,
47,0.09408334534495108,
48,0.09334000542519554,0.12619354346623787
49,0.09272330200239536,
50,0.09145761257217776,
51,0.091357127132435,0.1265768357194387
52,0.09083990296048502,
53,0.0898462021422963,
54,0.08766357699829724,0.12852689967705652
55,0.08763787760249069,
56,0.08657834357431819,
57,0.08775841102244393,0.13042800071147773
58,0.08503044045139704,
59,0.08422416652883252,
60,0.08427126203934031,0.12992664713125962
61,0.08304469906274349,
62,0.08302138814882885,
63,0.0816767018648886,0.13081895731962645
64,0.08013260346506873,
65,0.08049935387868073,
66,0.07823259698887987,0.12994267791509628
67,0.0787189172340497,
68,0.07921261905181792,
69,0.07679076931409297,0.12946534959169534
70,0.07553073045827689,
71,0.07525528528757634,
72,0.0752393914566886,0.13108020218519065
73,0.0738077969740956,
74,0.07270778075701767,
75,0.07265881424950014,0.1337676248871363
76,0.0721732210367918,
77,0.07080399725706346,
78,0.07070193286504477,0.13276930783803648
79,0.07023987456435157,
80,0.06940039860144738,
81,0.06823699023093908,0.1323261593396847
82,0.06915027531044136,
83,0.06836320282590966,
84,0.06552741802748173,0.12923713601552522
85,0.06761917850423244,
86,0.06552487296322661,
87,0.06488325365728909,0.1323282288817259
88,0.06483986466041496,
89,0.06412109182847123,
90,0.06503578092181875,0.13610096333118585
91,0.06321358341242998,
92,0.06362637580041924,
93,0.06222121465590692,0.13018237742093894
94,0.06125318928952179,
95,0.06057083348353063,
96,0.061651879380787575,0.1320383554467788
97,0.06005651197366176,
98,0.06002435139230182,
99,0.0609415951935995,0.13175654812501028
100,0.059118697690146584,
101,0.05824866031687106,
102,0.05751940451802746,0.13121513391916567
103,0.05691795678989541,
104,0.057885254222539165,
105,0.0569185063002571,0.13347336649894714
106,0.05699374409572732,
107,0.055703552199467536,
108,0.05662226986380354,0.13162918388843536
109,0.056921429090922876,
110,0.056269667742233125,
111,0.05458292815714113,0.13167952344967768
112,0.054524061029716846,
113,0.05421261390250537,
114,0.05447000370270783,0.13143448474315497
115,0.053858579106388554,
116,0.054414294359664765,
117,0.05352710013187701,0.13121729630690354
118,0.05302835904782818,
119,0.05315742860998838,
120,0.052274473522218964,0.13324477351628816
121,0.052277547607739124,
122,0.05163957172584149,
123,0.051014033296415885,0.13173128435244927
124,0.05129331308266809,
125,0.05207852126970407,
126,0.05138128572293828,0.13091297046496317
127,0.05150255921386903,
128,0.04998544879978703,
129,0.04984396293519005,0.13256833874262297
130,0.04960745909521656,
131,0.049810381576178536,
132,0.049868621983595436,0.1310250197465603
133,0.050559922992702455,
134,0.05059319629424041,
135,0.04972106455675056,0.13166580693079874
136,0.04977151472121477,
137,0.04808640930681459,
138,0.04818335190535553,0.1298390386196283
139,0.04806736249837183,
140,0.04802322739194478,
141,0.04828881162909731,0.13140668204197517
142,0.04748699375458302,
143,0.047607416076765906,
144,0.04720643976883542,0.13064496333782488
145,0.04743679730041373,
146,0.04643759957604831,
147,0.04598433596472586,0.1296954550422155
148,0.046847000778202086,
149,0.046014684192355604,
150,0.04746537721685825,0.1297290365283306
151,0.046273838578452985,
152,0.04590360739178235,
153,0.04546669864606473,0.13156758478054634
154,0.04576361479778444,
155,0.04650038195353362,
156,0.04504835170002714,0.1285609402335607
157,0.0458851951444822,
158,0.04496017350785194,
159,0.04408503858552825,0.13101855894693962
160,0.045386164869752624,
161,0.04519615977281524,
162,0.04487450495963135,0.13044726103544235
163,0.04362941162300206,
164,0.04408960660258608,
165,0.044364737887536324,0.13218772869843703
166,0.044536577477570505,
167,0.043885972891603744,
168,0.04337050411249361,0.12955533541165865
169,0.04317761963653949,
170,0.04436477631210319,
171,0.043013646717994444,0.1314889662540876
172,0.04330544026508447,
173,0.04410327769695751,
174,0.04333137895070737,0.13263033617001313
175,0.04388930459296511,
176,0.043064483411369786,
177,0.042229796294122934,0.13144000390401253
178,0.04324372518326967,
179,0.04163242568592391,
180,0.04221744637095159,0.12898206596191114
181,0.04200953458465876,
182,0.04233900882724312,
183,0.04142153521458949,0.13132801594642493
184,0.04121089495357967,
185,0.04153404704805824,
186,0.04166124328490226,0.1313598551429235
187,0.041434746370801044,
188,0.041464492693663604,
189,0.041344293498343995,0.13016706418532592
190,0.04164914782309244,
191,0.04149012417802887,
192,0.0407216967864623,0.12971784346378767
193,0.04033637483934722,
194,0.04025420852966847,
195,0.04038729637320484,0.13222918602136466
196,0.04042030007187878,
197,0.04052151263421101,
198,0.04057619270057448,0.13297714636876032
199,0.04041923238565364,
200,0.040214428768282934,
201,0.0396801897384707,0.1301824226975441
202,0.03939434351219285,
203,0.038855090346788204,
204,0.03894689207475993,0.1289907401570907
205,0.03976268480501829,
206,0.039516199199903394,
207,0.039192042598921444,0.12839383288071707
208,0.03971920257073737,
209,0.03917382298518093,
210,0.03905719518661499,0.13029628590895578
211,0.039298855654534795,
212,0.0386866852340679,
213,0.03836621784214531,0.13108107963433632
214,0.03868021048425186,
215,0.038332104712965026,
216,0.038451756696186716,0.1298894933783091
217,0.03845736626235227,
218,0.03924866609515682,
219,0.03881069277262976,0.1306638350853553
220,0.03856868797071999,
221,0.038487635027136535,
222,0.03815735364332795,0.13071173486801294
223,0.038631746365178014,
224,0.03738845515275194,
225,0.03809602016342744,0.1312481503073986
226,0.037623830094573,
227,0.03765432793466795,
228,0.037548740093986836,0.12916256372745222
229,0.03728283770502575,
230,0.03732835991127837,
231,0.03628515926820616,0.12935709609435156
