epoch,training_loss,validation_loss
0,0.21160709485411644,0.16942407190799713
1,0.22507335990667343,
2,0.16666026785969734,
3,0.2290024198591709,
4,0.17738764733076096,
5,0.24759435467422009,0.18904416263103485
6,0.1508228685706854,
7,0.15704297833144665,
8,0.28596220165491104,
9,0.2091962769627571,
10,0.23587293550372124,0.19109918177127838
11,0.14491205103695393,
12,0.18807623535394669,
13,0.18612568825483322,
14,0.13788040727376938,
15,0.19342944771051407,0.1577688604593277
16,0.2706938534975052,
17,0.15287231653928757,
18,0.1377133522182703,
19,0.16427649930119514,
20,0.16970551386475563,0.14845581352710724
21,0.18975156545639038,
22,0.14278566278517246,
23,0.1541958898305893,
24,0.12685240246355534,
25,0.17768073081970215,0.13516376912593842
26,0.12530695088207722,
27,0.13389212265610695,
28,0.13996966741979122,
29,0.12843816727399826,
30,0.11724075116217136,0.11301117390394211
31,0.13676971942186356,
32,0.201579412445426,
33,0.13832582533359528,
34,0.114926066249609,
35,0.15247570723295212,0.14032182097434998
36,0.10629234602674842,
37,0.16744251735508442,
38,0.13236406072974205,
39,0.12173117697238922,
40,0.15214087069034576,0.12556061148643494
41,0.1644615326076746,
42,0.15731322020292282,
43,0.12558304518461227,
44,0.09902346506714821,
45,0.12224787101149559,0.11279881000518799
46,0.10540326684713364,
47,0.10932177677750587,
48,0.11608339659869671,
49,0.11175542138516903,
50,0.10431346669793129,0.09215137362480164
51,0.14200318418443203,
52,0.16648001223802567,
53,0.08939266577363014,
54,0.1010951716452837,
55,0.1544521376490593,0.11196446418762207
56,0.1355486884713173,
57,0.11880641058087349,
58,0.08270976832136512,
59,0.10466540604829788,
60,0.10605436004698277,0.09518544375896454
61,0.07776366034522653,
62,0.09176458977162838,
63,0.10947861894965172,
64,0.137690469622612,
65,0.09311241004616022,0.09432405233383179
66,0.08444898389279842,
67,0.08254517614841461,
68,0.08625537343323231,
69,0.08289045095443726,
70,0.07464637793600559,0.07003389298915863
71,0.08378421887755394,
72,0.0973594430834055,
73,0.0656779371201992,
74,0.11430087685585022,
75,0.0918730366975069,0.08517499268054962
76,0.08120067976415157,
77,0.07580912299454212,
78,0.06358741782605648,
79,0.07514806557446718,
80,0.058854902163147926,0.0646720752120018
81,0.05992268957197666,
82,0.09032651968300343,
83,0.07387616485357285,
84,0.05504293506965041,
85,0.05377458222210407,0.05030304938554764
86,0.0521443453617394,
87,0.08374486397951841,
88,0.048552585300058126,
89,0.06165215093642473,
90,0.050254810601472855,0.04630203917622566
91,0.06716222036629915,
92,0.1359796617180109,
93,0.045263094594702125,
94,0.046977770049124956,
95,0.05508369114249945,0.04830881208181381
96,0.04270671308040619,
97,0.0710822562687099,
98,0.09184452798217535,
99,0.04581913724541664,
100,0.07047056593000889,0.053641267120838165
101,0.03824087022803724,
102,0.0690311985090375,
103,0.03586854774039239,
104,0.03447071393020451,
105,0.05479562282562256,0.03833285719156265
106,0.0701278792694211,
107,0.03626497182995081,
108,0.032557607046328485,
109,0.033490185625851154,
110,0.03985054884105921,0.03131689131259918
111,0.0533657930791378,
112,0.03399290330708027,
113,0.05339790089055896,
114,0.029612508602440357,
115,0.030423880321905017,0.026831720024347305
116,0.02881046012043953,
117,0.0431050262413919,
118,0.03230725508183241,
119,0.04711048072203994,
120,0.02475297497585416,0.02804388664662838
121,0.02629945520311594,
122,0.029403523541986942,
123,0.04959673900157213,
124,0.04517874261364341,
125,0.033124600537121296,0.030300499871373177
126,0.04186258092522621,
127,0.02365882694721222,
128,0.023570450488477945,
129,0.03827443765476346,
130,0.042284789960831404,0.03135817125439644
131,0.02140099322423339,
132,0.018124378169886768,
133,0.039390535559505224,
134,0.02034316398203373,
135,0.019045635359361768,0.021590497344732285
136,0.024806350469589233,
137,0.02496337308548391,
138,0.018482029205188155,
139,0.01992945675738156,
140,0.0451991967856884,0.024711232632398605
141,0.01604860811494291,
142,0.029574583051726222,
143,0.024337213253602386,
144,0.016622541937977076,
145,0.02297739451751113,0.014819660224020481
146,0.02042560582049191,
147,0.01334615470841527,
148,0.013882898725569248,
149,0.015767628559842706,
150,0.01754983642604202,0.013918546959757805
151,0.012529871775768697,
152,0.01430022087879479,
153,0.017387628322467208,
154,0.014789015986025333,
155,0.010210205684415996,0.012789673171937466
156,0.016110273310914636,
157,0.01493587763980031,
158,0.031253585941158235,
159,0.012361181899905205,
160,0.015122368931770325,0.013062406331300735
161,0.014223957899957895,
162,0.009330865228548646,
163,0.06263273488730192,
164,0.01322755846194923,
165,0.008408045745454729,0.01315526757389307
