epoch,training_loss,val_loss
0,0.3772168627807072,0.29288282138960703
1,0.254289727125849,
2,0.21093671236719405,
3,0.17516968931470597,
4,0.15747138112783432,
5,0.16723252620015824,0.17277662243161881
6,0.1775292456150055,
7,0.14571675019604818,
8,0.14590021967887878,
9,0.1449310311249324,
10,0.1496357779417719,0.1559883334806987
11,0.14260515357766831,
12,0.14657833746501378,
13,0.14393109508923121,
14,0.13333427267415182,
15,0.12469056301883288,0.14523438577141082
16,0.13184034717934473,
17,0.13847485610416957,
18,0.13373135775327682,
19,0.1344616221530097,
20,0.13309827979121888,0.1362545139023236
21,0.12264582089015416,
22,0.12384364753961563,
23,0.11464125024420875,
24,0.1380508201462882,
25,0.11787332381520953,0.12837467981236322
26,0.10806943369763237,
27,0.10699753889015742,
28,0.10254683718085289,
29,0.1007706533585276,
30,0.10369364810841424,0.12000462199960436
31,0.11484984840665545,
32,0.09521671065262385,
33,0.1232363230415753,
34,0.12916541312422072,
35,0.09829161848340716,0.11177771751369749
36,0.09515533064092908,
37,0.10385327679770333,
38,0.09356281054871422,
39,0.1015895881823131,
40,0.10567106519426618,0.10376862117222377
41,0.09401736355253629,
42,0.08321585186890193,
43,0.08361938170024327,
44,0.0846580011504037,
45,0.08220455582652773,0.09538111197096961
46,0.07616823219827243,
47,0.08705591623272214,
48,0.07629344239830971,
49,0.08690492063760757,
50,0.07817452667014939,0.08875236607023648
51,0.07921690014856202,
52,0.07218666161809649,
53,0.07570166353668485,
54,0.0823483940746103,
55,0.06355294585227966,0.08082017408949989
56,0.06608804208891732,
57,0.059783987434847016,
58,0.07462260339941297,
59,0.06050882062741688,
60,0.0704663119145802,0.07377383378999573
61,0.05926871885146413,
62,0.07107636705040932,
63,0.06227156573108265,
64,0.056861949286290576,
65,0.07732949618782316,0.06653614874397006
66,0.06376947568995613,
67,0.07150254105882985,
68,0.0536555748965059,
69,0.04844074776130063,
70,0.0701677966862917,0.05779020594699042
71,0.04640381996120725,
72,0.06257628010851997,
73,0.04795793976102557,
74,0.04165833230529513,
75,0.050861239433288574,0.051653524062463214
76,0.044409687763878276,
77,0.040195851985897334,
78,0.04142580899809088,
79,0.036404948947685103,
80,0.0416020072464432,0.04538398076381002
81,0.03501023165881634,
82,0.043600288086703846,
83,0.03378863313368389,
84,0.03342740477195808,
85,0.03329553854252611,0.039770166256598065
86,0.029845758208206723,
87,0.0336424322532756,
88,0.036478188421045034,
89,0.034597430910382955,
90,0.03038214998585837,0.03543208246784551
91,0.029644253264580454,
92,0.03620654291340283,
93,0.032344192798648565,
94,0.025488317012786865,
95,0.0223543718457222,0.0300754186298166
96,0.02235178290201085,
97,0.022433269635907242,
98,0.027870466134377887,
99,0.02263493636356933,
100,0.02224954603505986,0.026487496814557483
101,0.022053773381880352,
102,0.01919651683419943,
103,0.019275109549718245,
104,0.019357147892670973,
105,0.016944814340344498,0.02388174006981509
106,0.026097393993820463,
107,0.016756269681666578,
108,0.016569864004850388,
109,0.01549314082201038,
110,0.02169325522014073,0.021106607147625515
111,0.014514501472668988,
112,0.015971831046044827,
113,0.01972097936751587,
114,0.016283268774194375,
115,0.013439462254089969,0.01886101279939924
116,0.01990050104047571,
117,0.013751338635172163,
118,0.015024722952927862,
119,0.018147231744868413,
120,0.0163283764517733,0.016938795601683005
121,0.013580448792449065,
122,0.01369837877739753,
123,0.01056298946163484,
124,0.012329967492925269,
125,0.011638091744056769,0.016110663967473165
126,0.01250092066558344,
127,0.01240563000153218,
128,0.01004291106281536,
129,0.01104359794408083,
130,0.009240743038909776,0.014062748224075352
131,0.008251343587679523,
132,0.008591394339288985,
133,0.00790523218789271,
134,0.012453441242022174,
135,0.009302593900689058,0.013643146359494754
136,0.008050342090427876,
137,0.011178873545889343,
138,0.008413584038083042,
139,0.009284655363964183,
140,0.011859479626374585,0.012731932236679963
141,0.010084632052374738,
142,0.009905400885535138,
143,0.009360298980027437,
144,0.0077485693618655205,
145,0.009151718047048365,0.012055015191435814
146,0.008886288053223066,
147,0.009174617606082134,
148,0.009838506313306945,
149,0.008873889023172004,0.012417187315544911
